Frequency (Hz)	Level (dB)
6502.354431	-98.296738
6503.027344	-99.757523
6503.700256	-100.838776
6504.373169	-101.199356
6505.046082	-100.791969
6505.718994	-99.506439
6506.391907	-98.287018
6507.064819	-98.548859
6507.737732	-100.086464
6508.410645	-101.096748
6509.083557	-98.587746
6509.756470	-93.897751
6510.429382	-93.989113
6511.102295	-97.057785
6511.775208	-98.666473
6512.448120	-99.131149
6513.121033	-99.559402
6513.793945	-100.347336
6514.466858	-100.450928
6515.139771	-100.310730
6515.812683	-100.195206
6516.485596	-100.431198
6517.158508	-100.731171
6517.831421	-100.474449
6518.504333	-100.239113
6519.177246	-100.199905
6519.850159	-99.728287
6520.523071	-99.525421
6521.195984	-99.219940
6521.868896	-98.958008
6522.541809	-98.798012
6523.214722	-98.331360
6523.887634	-97.890022
6524.560547	-97.853249
6525.233459	-97.893227
6525.906372	-97.685379
6526.579285	-97.488075
6527.252197	-97.309082
6527.925110	-97.225410
6528.598022	-96.976593
6529.270935	-96.904007
6529.943848	-97.097069
6530.616760	-97.243492
6531.289673	-97.338974
6531.962585	-95.351379
6532.635498	-92.627258
6533.308411	-94.184326
6533.981323	-96.154427
6534.654236	-96.493134
6535.327148	-95.629166
6536.000061	-96.333008
6536.672974	-97.700394
6537.345886	-96.571541
6538.018799	-93.590111
6538.691711	-94.871826
6539.364624	-98.398811
6540.037537	-99.083405
6540.710449	-98.594070
6541.383362	-98.290543
6542.056274	-98.883415
6542.729187	-98.832458
6543.402100	-99.625351
6544.075012	-101.386314
6544.747925	-102.276573
6545.420837	-102.676292
6546.093750	-102.674484
6546.766663	-102.408401
6547.439575	-101.922470
6548.112488	-101.615211
6548.785400	-101.405266
6549.458313	-101.522095
6550.131226	-101.721359
6550.804138	-101.478889
6551.477051	-101.235184
6552.149963	-101.197983
6552.822876	-100.612991
6553.495789	-100.410172
6554.168701	-99.902519
6554.841614	-99.467865
6555.514526	-99.193634
6556.187439	-98.590080
6556.860352	-98.312492
6557.533264	-97.891975
6558.206177	-97.571365
6558.879089	-97.165260
6559.552002	-96.973732
6560.224915	-97.068878
6560.897827	-96.617607
6561.570740	-96.215149
6562.243652	-96.190285
6562.916565	-96.504768
6563.589478	-96.610321
6564.262390	-96.751732
6564.935303	-96.824005
6565.608215	-96.739311
6566.281128	-96.692238
6566.954041	-97.060677
6567.626953	-97.193672
6568.299866	-94.083397
6568.972778	-92.613678
6569.645691	-95.622253
6570.318604	-96.371422
6570.991516	-96.278725
6571.664429	-96.200478
6572.337341	-95.949249
6573.010254	-95.833359
6573.683167	-95.761787
6574.356079	-95.427353
6575.028992	-95.142036
6575.701904	-95.678276
6576.374817	-96.133507
6577.047729	-96.592720
6577.720642	-96.774857
6578.393555	-96.867958
6579.066467	-96.628967
6579.739380	-96.440659
6580.412292	-96.133568
6581.085205	-95.161003
6581.758118	-95.192940
6582.431030	-95.273209
6583.103943	-95.195847
6583.776855	-95.085251
6584.449768	-94.172905
6585.122681	-92.911629
6585.795593	-93.523079
6586.468506	-94.451714
6587.141418	-94.790787
6587.814331	-94.465919
6588.487244	-89.601524
6589.160156	-86.311096
6589.833069	-89.269775
6590.505981	-95.739563
6591.178894	-98.420731
6591.851807	-98.453072
6592.524719	-98.878090
6593.197632	-98.163528
6593.870544	-98.521103
6594.543457	-99.032349
6595.216370	-99.131653
6595.889282	-98.945778
6596.562195	-98.194702
6597.235107	-97.801178
6597.908020	-98.367149
6598.580933	-99.177048
6599.253845	-99.340118
6599.926758	-99.546051
6600.599670	-99.310562
6601.272583	-98.656219
6601.945496	-98.404678
6602.618408	-98.458076
6603.291321	-98.601784
6603.964233	-98.545021
6604.637146	-98.722809
6605.310059	-98.611496
6605.982971	-98.044388
6606.655884	-97.679916
6607.328796	-97.747955
6608.001709	-98.226578
6608.674622	-97.787529
6609.347534	-95.921814
6610.020447	-93.797234
6610.693359	-93.843010
6611.366272	-96.188354
6612.039185	-97.905701
6612.712097	-98.436646
6613.385010	-98.968880
6614.057922	-99.545418
6614.730835	-99.565582
6615.403748	-99.293198
6616.076660	-99.539230
6616.749573	-100.074471
6617.422485	-100.337761
6618.095398	-100.302200
6618.768311	-100.072617
6619.441223	-99.218224
6620.114136	-98.728020
6620.787048	-97.981407
6621.459961	-97.342033
6622.132874	-97.072807
6622.805786	-96.955902
6623.478699	-96.689728
6624.151611	-96.372169
6624.824524	-96.338387
6625.497437	-96.175285
6626.170349	-95.893524
6626.843262	-95.768959
6627.516174	-95.986176
6628.189087	-96.205734
6628.862000	-96.352066
6629.534912	-96.487930
6630.207825	-96.398598
6630.880737	-96.813812
6631.553650	-97.357597
6632.226562	-97.584084
6632.899475	-97.589333
6633.572388	-97.486908
6634.245300	-96.946312
6634.918213	-96.290352
6635.591125	-96.148636
6636.264038	-96.206734
6636.936951	-96.295097
6637.609863	-96.017548
6638.282776	-95.650185
6638.955688	-95.931305
6639.628601	-95.861610
6640.301514	-95.322762
6640.974426	-95.391624
6641.647339	-95.808075
6642.320251	-95.580704
6642.993164	-94.614815
6643.666077	-93.043221
6644.338989	-91.787514
6645.011902	-91.416161
6645.684814	-92.685120
6646.357727	-95.039101
6647.030640	-97.655388
6647.703552	-98.235107
6648.376465	-98.747704
6649.049377	-98.864128
6649.722290	-98.418060
6650.395203	-98.569649
6651.068115	-99.513138
6651.741028	-99.991982
6652.413940	-100.426628
6653.086853	-100.588928
6653.759766	-100.840004
6654.432678	-100.496384
6655.105591	-99.996796
6655.778503	-101.136757
6656.451416	-101.592026
6657.124329	-101.719803
6657.797241	-101.275536
6658.470154	-101.338165
6659.143066	-100.727425
6659.815979	-99.881897
6660.488892	-99.707832
6661.161804	-98.902657
6661.834717	-99.048500
6662.507629	-98.687279
6663.180542	-99.198311
6663.853455	-98.472145
6664.526367	-95.108589
6665.199280	-86.748383
6665.872192	-86.252632
6666.545105	-91.230682
6667.218018	-92.868172
6667.890930	-91.566360
6668.563843	-89.396622
6669.236755	-93.727722
6669.909668	-98.333191
6670.582581	-98.091896
6671.255493	-96.819923
6671.928406	-96.529716
6672.601318	-98.130051
6673.274231	-98.679153
6673.947144	-99.121269
6674.620056	-98.562393
6675.292969	-98.164955
6675.965881	-98.462204
6676.638794	-98.386536
6677.311707	-98.080872
6677.984619	-97.732307
6678.657532	-97.496284
6679.330444	-97.301636
6680.003357	-97.460762
6680.676270	-97.297241
6681.349182	-96.851303
6682.022095	-96.570656
6682.695007	-96.335526
6683.367920	-96.291290
6684.040833	-96.344673
6684.713745	-96.432579
6685.386658	-96.550758
6686.059570	-96.538200
6686.732483	-96.712914
6687.405396	-97.012627
6688.078308	-97.278671
6688.751221	-97.730484
6689.424133	-98.066833
6690.097046	-98.271049
6690.769958	-98.186478
6691.442871	-97.784973
6692.115784	-97.449234
6692.788696	-97.817474
6693.461609	-97.954689
6694.134521	-97.855507
6694.807434	-97.906853
6695.480347	-98.454338
6696.153259	-99.000809
6696.826172	-99.681404
6697.499084	-99.923851
6698.171997	-99.877220
6698.844910	-99.424858
6699.517822	-98.873352
6700.190735	-98.784058
6700.863647	-99.115250
6701.536560	-99.115021
6702.209473	-99.235603
6702.882385	-99.715401
6703.555298	-99.975334
6704.228210	-99.540070
6704.901123	-99.180237
6705.574036	-99.051842
6706.246948	-99.072868
6706.919861	-98.807281
6707.592773	-98.525764
6708.265686	-98.664764
6708.938599	-98.369354
6709.611511	-98.172722
6710.284424	-97.952148
6710.957336	-97.648026
6711.630249	-97.558098
6712.303162	-97.813385
6712.976074	-97.724548
6713.648987	-97.774284
6714.321899	-98.156197
6714.994812	-98.439041
6715.667725	-98.535881
6716.340637	-98.369133
6717.013550	-98.058769
6717.686462	-97.827927
6718.359375	-97.785095
6719.032288	-97.623512
6719.705200	-97.513130
6720.378113	-97.615997
6721.051025	-97.406120
6721.723938	-97.283028
6722.396851	-97.184639
6723.069763	-97.295174
6723.742676	-97.490623
6724.415588	-97.768692
6725.088501	-98.471016
6725.761414	-99.316330
6726.434326	-99.306259
6727.107239	-99.085136
6727.780151	-99.034218
6728.453064	-98.605400
6729.125977	-98.458794
6729.798889	-98.347328
6730.471802	-97.620804
6731.144714	-96.723305
6731.817627	-94.691589
6732.490540	-94.665115
6733.163452	-96.019852
6733.836365	-96.356407
6734.509277	-96.423576
6735.182190	-96.278069
6735.855103	-96.178352
6736.528015	-96.393089
6737.200928	-96.650055
6737.873840	-96.955360
6738.546753	-97.547737
6739.219666	-97.939293
6739.892578	-98.242348
6740.565491	-98.556862
6741.238403	-98.487419
6741.911316	-98.472260
6742.584229	-98.576950
6743.257141	-97.993393
6743.930054	-97.359337
6744.602966	-97.573677
6745.275879	-97.643944
6745.948792	-98.065170
6746.621704	-98.730659
6747.294617	-99.676987
6747.967529	-100.543671
6748.640442	-100.800728
6749.313354	-101.174995
6749.986267	-101.769814
6750.659180	-102.272934
6751.332092	-102.701752
6752.005005	-103.341034
6752.677917	-103.267105
6753.350830	-103.022438
6754.023743	-102.765289
6754.696655	-103.048561
6755.369568	-102.183022
6756.042480	-99.370461
6756.715393	-99.329109
6757.388306	-102.272675
6758.061218	-103.803268
6758.734131	-103.194336
6759.407043	-103.739235
6760.079956	-104.083115
6760.752869	-103.764107
6761.425781	-103.633759
6762.098694	-103.370087
6762.771606	-104.491318
6763.444519	-104.401649
6764.117432	-104.834679
6764.790344	-105.471245
6765.463257	-106.009087
6766.136169	-105.009430
6766.809082	-102.956184
6767.481995	-102.493546
6768.154907	-101.126434
6768.827820	-100.464211
6769.500732	-100.028023
6770.173645	-95.839981
6770.846558	-95.887238
6771.519470	-100.782509
6772.192383	-102.935555
6772.865295	-103.537560
6773.538208	-103.811493
6774.211121	-102.589211
6774.884033	-102.013374
6775.556946	-101.318954
6776.229858	-99.900269
6776.902771	-99.340652
6777.575684	-99.774834
6778.248596	-100.147438
6778.921509	-99.648376
6779.594421	-99.700165
6780.267334	-99.876083
6780.940247	-99.649376
6781.613159	-100.167343
6782.286072	-100.851273
6782.958984	-102.037247
6783.631897	-102.159698
6784.304810	-100.676102
6784.977722	-99.774498
6785.650635	-100.891037
6786.323547	-101.218483
6786.996460	-101.543343
6787.669373	-100.509422
6788.342285	-94.366745
6789.015198	-91.521667
6789.688110	-96.346878
6790.361023	-100.112022
6791.033936	-99.787918
6791.706848	-100.205994
6792.379761	-100.143074
6793.052673	-100.158661
6793.725586	-101.136047
6794.398499	-100.627266
6795.071411	-100.392143
6795.744324	-100.903969
6796.417236	-100.469246
6797.090149	-99.556053
6797.763062	-99.598930
6798.435974	-99.280426
6799.108887	-98.498772
6799.781799	-98.929634
6800.454712	-99.602188
6801.127625	-99.668549
6801.800537	-100.057587
6802.473450	-99.267006
6803.146362	-98.288200
6803.819275	-99.434105
6804.492188	-101.062904
6805.165100	-102.173500
6805.838013	-101.903870
6806.510925	-100.121887
6807.183838	-99.602089
6807.856750	-99.803932
6808.529663	-100.028801
6809.202576	-100.228065
6809.875488	-100.676796
6810.548401	-99.694748
6811.221313	-99.400330
6811.894226	-99.937439
6812.567139	-100.278603
6813.240051	-101.444069
6813.912964	-101.579880
6814.585876	-101.715881
6815.258789	-101.707802
6815.931702	-101.750984
6816.604614	-100.808083
6817.277527	-101.163971
6817.950439	-101.858505
6818.623352	-102.032646
6819.296265	-101.891891
6819.969177	-101.645180
6820.642090	-99.820686
6821.315002	-100.630241
6821.987915	-101.684677
6822.660828	-102.887154
6823.333740	-102.346481
6824.006653	-99.932938
6824.679565	-98.264542
6825.352478	-99.252655
6826.025391	-100.507584
6826.698303	-101.293991
6827.371216	-102.501228
6828.044128	-101.257744
6828.717041	-98.316383
6829.389954	-98.010109
6830.062866	-98.673210
6830.735779	-100.475311
6831.408691	-101.695923
6832.081604	-100.565811
6832.754517	-99.617111
6833.427429	-99.468437
6834.100342	-99.410301
6834.773254	-98.922035
6835.446167	-99.243912
6836.119080	-99.967377
6836.791992	-99.977280
6837.464905	-99.362320
6838.137817	-99.170349
6838.810730	-99.374039
6839.483643	-99.527275
6840.156555	-98.610901
6840.829468	-98.553688
6841.502380	-98.717407
6842.175293	-98.706032
6842.848206	-98.371170
6843.521118	-98.952095
6844.194031	-99.048996
6844.866943	-98.647682
6845.539856	-98.434273
6846.212769	-98.028397
6846.885681	-97.406624
6847.558594	-96.732819
6848.231506	-97.652184
6848.904419	-98.635246
6849.577332	-96.883263
6850.250244	-94.197205
6850.923157	-95.910538
6851.596069	-97.934662
6852.268982	-97.968590
6852.941895	-98.290909
6853.614807	-99.704857
6854.287720	-100.582130
6854.960632	-100.270821
6855.633545	-100.118813
6856.306458	-101.084145
6856.979370	-101.081856
6857.652283	-100.329758
6858.325195	-100.942223
6858.998108	-101.108994
6859.671021	-100.920792
6860.343933	-100.127007
6861.016846	-99.831032
6861.689758	-101.381493
6862.362671	-102.990211
6863.035583	-102.290237
6863.708496	-101.651253
6864.381409	-100.997459
6865.054321	-101.340096
6865.727234	-101.587280
6866.400146	-102.973557
6867.073059	-101.538170
6867.745972	-98.633911
6868.418884	-97.337936
6869.091797	-99.819237
6869.764709	-99.736443
6870.437622	-99.423737
6871.110535	-100.560074
6871.783447	-99.849434
6872.456360	-99.125557
6873.129272	-98.819107
6873.802185	-98.900284
6874.475098	-99.532310
6875.148010	-99.124908
6875.820923	-98.138908
6876.493835	-97.715370
6877.166748	-97.271812
6877.839661	-96.906456
6878.512573	-94.812737
6879.185486	-93.990089
6879.858398	-96.406761
6880.531311	-96.759499
6881.204224	-96.381363
6881.877136	-96.097237
6882.550049	-96.158798
6883.222961	-97.320602
6883.895874	-97.421967
6884.568787	-96.831078
6885.241699	-96.233147
6885.914612	-96.007957
6886.587524	-96.068031
6887.260437	-96.181450
6887.933350	-96.691505
6888.606262	-97.011627
6889.279175	-96.757423
6889.952087	-96.902390
6890.625000	-97.104439
6891.297913	-97.135216
6891.970825	-97.542992
6892.643738	-97.799301
6893.316650	-97.520264
6893.989563	-97.337257
6894.662476	-97.670265
6895.335388	-98.008057
6896.008301	-99.566154
6896.681213	-100.232384
6897.354126	-100.551636
6898.027039	-100.590874
6898.699951	-100.210960
6899.372864	-99.814644
6900.045776	-98.660469
6900.718689	-97.747421
6901.391602	-97.746391
6902.064514	-97.794380
6902.737427	-97.267517
6903.410339	-97.210304
6904.083252	-97.516205
6904.756165	-97.743065
6905.429077	-97.795074
6906.101990	-98.072014
6906.774902	-98.449059
6907.447815	-98.879082
6908.120728	-98.608177
6908.793640	-98.133797
6909.466553	-97.982292
6910.139465	-97.687073
6910.812378	-97.395386
6911.485291	-96.926399
6912.158203	-96.463188
6912.831116	-96.159775
6913.504028	-95.831810
6914.176941	-95.784599
6914.849854	-96.106239
6915.522766	-96.377998
6916.195679	-95.975792
6916.868591	-95.489845
6917.541504	-95.680290
6918.214417	-95.867355
6918.887329	-95.838470
6919.560242	-95.418938
6920.233154	-95.313667
6920.906067	-95.058319
6921.578979	-94.761978
6922.251892	-94.555946
6922.924805	-94.492409
6923.597717	-94.649155
6924.270630	-94.458847
6924.943542	-94.080330
6925.616455	-94.126144
6926.289368	-94.431320
6926.962280	-94.918907
6927.635193	-95.021217
6928.308105	-95.110397
6928.981018	-95.281372
6929.653931	-95.555794
6930.326843	-95.862389
6930.999756	-96.496109
6931.672668	-96.999565
6932.345581	-97.335732
6933.018494	-97.718964
6933.691406	-97.635696
6934.364319	-97.775658
6935.037231	-98.285591
6935.710144	-98.995522
6936.383057	-98.889877
6937.055969	-99.098137
6937.728882	-99.306145
6938.401794	-99.240669
6939.074707	-99.530388
6939.747620	-99.522003
6940.420532	-99.428429
6941.093445	-98.773323
6941.766357	-98.223114
6942.439270	-97.269966
6943.112183	-95.281380
6943.785095	-88.787682
6944.458008	-88.553314
6945.130920	-95.221756
6945.803833	-97.940720
6946.476746	-98.629211
6947.149658	-98.699463
6947.822571	-99.120110
6948.495483	-99.021408
6949.168396	-99.199844
6949.841309	-99.324478
6950.514221	-99.549774
6951.187134	-99.698936
6951.860046	-98.994339
6952.532959	-99.035187
6953.205872	-98.639931
6953.878784	-97.700546
6954.551697	-97.583328
6955.224609	-97.010040
6955.897522	-96.432320
6956.570435	-96.564682
6957.243347	-96.594070
6957.916260	-96.647224
6958.589172	-96.688881
6959.262085	-96.352524
6959.934998	-95.982841
6960.607910	-95.914703
6961.280823	-96.030632
6961.953735	-96.110138
6962.626648	-96.134956
6963.299561	-95.982231
6963.972473	-95.873184
6964.645386	-95.771896
6965.318298	-95.765038
6965.991211	-95.613426
6966.664124	-95.493042
6967.337036	-95.429459
6968.009949	-95.392952
6968.682861	-95.314232
6969.355774	-95.509857
6970.028687	-95.855309
6970.701599	-96.227707
6971.374512	-96.507423
6972.047424	-96.732124
6972.720337	-96.931313
6973.393250	-97.201294
6974.066162	-96.818420
6974.739075	-95.926491
6975.411987	-94.050583
6976.084900	-90.933296
6976.757812	-90.301933
6977.430725	-93.227112
6978.103638	-96.335304
6978.776550	-95.854980
6979.449463	-95.250938
6980.122375	-95.742332
6980.795288	-96.645798
6981.468201	-96.774536
6982.141113	-97.230774
6982.814026	-98.930367
6983.486938	-99.532776
6984.159851	-99.792755
6984.832764	-99.992493
6985.505676	-100.466438
6986.178589	-101.503006
6986.851501	-102.027519
6987.524414	-99.221748
6988.197327	-93.291420
6988.870239	-93.203903
6989.543152	-98.819099
6990.216064	-100.641052
6990.888977	-99.810356
6991.561890	-99.084450
6992.234802	-97.097435
6992.907715	-96.985344
6993.580627	-98.942345
6994.253540	-99.472885
6994.926453	-99.523193
6995.599365	-99.356781
6996.272278	-97.952248
6996.945190	-97.759987
6997.618103	-98.232018
6998.291016	-97.822823
6998.963928	-97.140312
6999.636841	-96.385750
7000.309753	-95.848351
7000.982666	-95.482361
7001.655579	-95.367317
7002.328491	-95.136971
7003.001404	-92.306755
7003.674316	-91.493233
7004.347229	-94.656837
7005.020142	-94.980164
7005.693054	-95.076759
7006.365967	-95.148338
7007.038879	-95.390343
7007.711792	-95.696838
7008.384705	-95.812698
7009.057617	-95.836166
7009.730530	-95.873314
7010.403442	-95.896301
7011.076355	-95.921036
7011.749268	-95.699348
7012.422180	-95.386108
7013.095093	-94.997612
7013.768005	-94.590073
7014.440918	-94.424522
7015.113831	-94.257874
7015.786743	-94.351952
7016.459656	-94.627914
7017.132568	-94.346382
7017.805481	-94.527718
7018.478394	-95.158081
7019.151306	-95.094543
7019.824219	-95.064445
7020.497131	-95.284180
7021.170044	-95.580124
7021.842957	-96.006470
7022.515869	-96.322212
7023.188782	-96.758041
7023.861694	-96.902710
7024.534607	-96.514633
7025.207520	-95.975533
7025.880432	-96.351448
7026.553345	-96.348213
7027.226257	-96.034004
7027.899170	-95.728828
7028.572083	-95.809387
7029.244995	-96.072884
7029.917908	-95.428391
7030.590820	-94.068581
7031.263733	-94.589088
7031.936646	-95.199898
7032.609558	-95.444519
7033.282471	-95.785767
7033.955383	-96.312035
7034.628296	-96.690460
7035.301208	-96.989700
7035.974121	-96.842529
7036.647034	-96.073822
7037.319946	-93.896973
7037.992859	-91.058838
7038.665771	-93.650002
7039.338684	-96.189964
7040.011597	-96.100052
7040.684509	-95.977821
7041.357422	-96.106827
7042.030334	-96.183273
7042.703247	-96.239410
7043.376160	-96.082565
7044.049072	-96.326736
7044.721985	-96.734833
7045.394897	-97.073898
7046.067810	-97.130791
7046.740723	-97.186951
7047.413635	-96.986534
7048.086548	-97.166573
7048.759460	-97.196800
7049.432373	-97.247757
7050.105286	-97.532867
7050.778198	-97.511604
7051.451111	-97.561569
7052.124023	-97.645004
7052.796936	-97.778450
7053.469849	-97.806595
7054.142761	-98.000084
7054.815674	-98.196548
7055.488586	-97.933350
7056.161499	-97.368523
7056.834412	-96.803307
7057.507324	-96.390678
7058.180237	-96.387657
7058.853149	-96.655922
7059.526062	-96.869637
7060.198975	-97.209869
7060.871887	-96.972771
7061.544800	-96.942673
7062.217712	-96.743057
7062.890625	-96.484383
7063.563538	-97.002289
7064.236450	-97.188240
7064.909363	-97.306496
7065.582275	-97.391869
7066.255188	-97.732399
7066.928101	-98.328125
7067.601013	-99.163002
7068.273926	-100.038261
7068.946838	-100.482567
7069.619751	-100.466064
7070.292664	-100.199463
7070.965576	-99.939568
7071.638489	-99.483383
7072.311401	-98.929581
7072.984314	-98.024826
7073.657227	-97.284798
7074.330139	-96.798134
7075.003052	-96.266006
7075.675964	-95.876328
7076.348877	-95.424164
7077.021790	-95.078384
7077.694702	-94.854179
7078.367615	-94.769798
7079.040527	-94.855675
7079.713440	-94.839287
7080.386353	-94.724030
7081.059265	-94.497086
7081.732178	-94.152641
7082.405090	-93.877548
7083.078003	-93.896843
7083.750916	-93.926453
7084.423828	-94.441681
7085.096741	-94.795898
7085.769653	-95.166847
7086.442566	-95.517242
7087.115479	-95.811028
7087.788391	-96.041786
7088.461304	-95.704559
7089.134216	-95.808647
7089.807129	-96.197693
7090.480042	-96.397705
7091.152954	-96.585159
7091.825867	-97.053940
7092.498779	-97.355476
7093.171692	-97.772903
7093.844604	-98.466179
7094.517517	-98.943222
7095.190430	-99.138771
7095.863342	-98.794067
7096.536255	-98.561646
7097.209167	-99.174637
7097.882080	-99.887520
7098.554993	-100.558754
7099.227905	-101.069069
7099.900818	-101.930702
7100.573730	-102.415428
7101.246643	-102.481247
7101.919556	-101.666153
7102.592468	-101.263031
7103.265381	-100.497101
7103.938293	-99.758606
7104.611206	-99.246643
7105.284119	-99.128441
7105.957031	-99.225555
7106.629944	-99.596275
7107.302856	-100.164864
7107.975769	-100.665726
7108.648682	-101.929832
7109.321594	-102.955681
7109.994507	-103.469246
7110.667419	-103.494682
7111.340332	-103.165993
7112.013245	-102.409088
7112.686157	-101.115288
7113.359070	-99.705223
7114.031982	-98.340721
7114.704895	-97.384521
7115.377808	-96.865738
7116.050720	-96.510254
7116.723633	-96.316513
7117.396545	-96.410439
7118.069458	-96.866531
7118.742371	-97.413582
7119.415283	-98.029037
7120.088196	-98.895531
7120.761108	-99.810982
7121.434021	-100.596336
7122.106934	-100.822914
7122.779846	-100.987862
7123.452759	-100.859589
7124.125671	-100.123734
7124.798584	-99.554344
7125.471497	-99.017509
7126.144409	-98.508926
7126.817322	-98.158676
7127.490234	-97.955597
7128.163147	-97.851860
7128.836060	-97.887703
7129.508972	-97.766815
7130.181885	-97.491264
7130.854797	-97.409698
7131.527710	-96.614365
7132.200623	-97.727478
7132.873535	-99.783882
7133.546448	-101.083015
7134.219360	-101.525337
7134.892273	-101.558075
7135.565186	-100.911606
7136.238098	-100.060562
7136.911011	-99.265060
7137.583923	-98.394730
7138.256836	-98.066391
7138.929749	-97.860909
7139.602661	-97.658661
7140.275574	-98.001678
7140.948486	-98.479294
7141.621399	-99.075645
7142.294312	-100.100533
7142.967224	-100.988228
7143.640137	-101.938217
7144.313049	-101.870590
7144.985962	-101.029343
7145.658875	-100.526749
7146.331787	-99.545616
7147.004700	-98.989563
7147.677612	-99.017769
7148.350525	-99.184502
7149.023438	-99.693604
7149.696350	-100.105171
7150.369263	-100.631111
7151.042175	-101.135010
7151.715088	-101.828796
7152.388000	-101.889732
7153.060913	-101.314392
7153.733826	-101.468628
7154.406738	-101.080482
7155.079651	-100.772820
7155.752563	-100.689903
7156.425476	-100.466980
7157.098389	-100.215858
7157.771301	-100.229256
7158.444214	-100.769196
7159.117126	-101.352188
7159.790039	-101.156479
7160.462952	-101.065002
7161.135864	-100.826530
7161.808777	-100.859444
7162.481689	-101.203476
7163.154602	-101.367325
7163.827515	-102.221756
7164.500427	-103.513802
7165.173340	-103.807449
7165.846252	-103.517357
7166.519165	-102.142181
7167.192078	-99.694168
7167.864990	-98.560806
7168.537903	-98.803261
7169.210815	-98.461006
7169.883728	-97.936600
7170.556641	-97.970947
7171.229553	-97.710838
7171.902466	-97.261185
7172.575378	-98.202011
7173.248291	-99.584427
7173.921204	-99.891632
7174.594116	-101.189301
7175.267029	-100.291489
7175.939941	-97.013214
7176.612854	-96.953461
7177.285767	-97.092102
7177.958679	-95.584389
7178.631592	-97.553406
7179.304504	-98.107796
7179.977417	-95.572624
7180.650330	-95.686302
7181.323242	-97.122452
7181.996155	-97.485443
7182.669067	-99.563789
7183.341980	-95.256538
7184.014893	-87.911659
7184.687805	-89.703033
7185.360718	-97.566483
7186.033630	-98.256378
7186.706543	-96.789291
7187.379456	-90.328514
7188.052368	-84.425079
7188.725281	-86.559509
7189.398193	-94.945694
7190.071106	-98.298889
7190.744019	-97.513184
7191.416931	-91.464157
7192.089844	-84.397987
7192.762756	-87.559860
7193.435669	-95.816299
7194.108582	-95.869125
7194.781494	-95.014282
7195.454407	-95.059906
7196.127319	-93.143333
7196.800232	-94.993141
7197.473145	-97.231567
7198.146057	-96.708572
7198.818970	-96.169701
7199.491882	-96.299820
7200.164795	-95.863594
7200.837708	-96.802185
7201.510620	-97.195541
7202.183533	-96.489220
7202.856445	-96.312653
7203.529358	-97.452614
7204.202271	-97.803688
7204.875183	-97.873695
7205.548096	-98.223915
7206.221008	-97.986397
7206.893921	-97.377144
7207.566833	-97.772713
7208.239746	-98.360535
7208.912659	-98.851295
7209.585571	-99.275352
7210.258484	-98.765495
7210.931396	-98.284363
7211.604309	-98.190018
7212.277222	-97.781097
7212.950134	-96.555473
7213.623047	-97.805222
7214.295959	-98.060768
7214.968872	-97.567123
7215.641785	-97.686111
7216.314697	-97.974113
7216.987610	-98.419067
7217.660522	-98.543076
7218.333435	-98.447052
7219.006348	-98.120293
7219.679260	-98.381485
7220.352173	-98.588272
7221.025085	-98.764656
7221.697998	-99.269997
7222.370911	-99.888412
7223.043823	-100.320381
7223.716736	-100.783539
7224.389648	-100.862404
7225.062561	-99.572502
7225.735474	-98.221931
7226.408386	-98.937035
7227.081299	-98.686104
7227.754211	-97.997864
7228.427124	-97.590485
7229.100037	-97.238853
7229.772949	-97.077278
7230.445862	-97.069519
7231.118774	-96.813301
7231.791687	-96.656364
7232.464600	-96.745712
7233.137512	-96.920799
7233.810425	-97.393173
7234.483337	-97.965668
7235.156250	-98.105042
7235.829163	-98.419205
7236.502075	-98.209061
7237.174988	-97.649315
7237.847900	-97.284943
7238.520813	-96.916405
7239.193726	-96.913681
7239.866638	-97.329796
7240.539551	-97.862869
7241.212463	-98.860771
7241.885376	-99.856514
7242.558289	-100.796806
7243.231201	-101.376511
7243.904114	-101.362801
7244.577026	-100.822487
7245.249939	-99.809357
7245.922852	-98.920120
7246.595764	-98.285019
7247.268677	-97.966324
7247.941589	-97.656845
7248.614502	-97.433548
7249.287415	-97.304657
7249.960327	-97.228935
7250.633240	-97.347816
7251.306152	-97.421143
7251.979065	-97.466789
7252.651978	-97.203056
7253.324890	-96.950073
7253.997803	-96.561836
7254.670715	-96.100616
7255.343628	-95.747086
7256.016541	-95.459663
7256.689453	-95.432053
7257.362366	-95.860397
7258.035278	-96.463142
7258.708191	-97.359131
7259.381104	-98.181892
7260.054016	-98.839684
7260.726929	-99.011421
7261.399841	-98.727982
7262.072754	-98.905754
7262.745667	-99.277992
7263.418579	-99.593285
7264.091492	-100.633377
7264.764404	-101.914391
7265.437317	-103.031799
7266.110229	-104.230461
7266.783142	-105.779091
7267.456055	-105.458961
7268.128967	-103.992752
7268.801880	-102.515114
7269.474792	-101.453835
7270.147705	-100.772095
7270.820618	-99.875908
7271.493530	-99.045837
7272.166443	-98.378998
7272.839355	-97.865440
7273.512268	-97.630196
7274.185181	-97.745499
7274.858093	-97.859085
7275.531006	-98.099281
7276.203918	-98.383682
7276.876831	-98.740654
7277.549744	-98.887993
7278.222656	-98.913750
7278.895569	-99.186089
7279.568481	-99.377037
7280.241394	-100.098503
7280.914307	-101.444763
7281.587219	-102.683128
7282.260132	-103.116516
7282.933044	-103.214050
7283.605957	-103.073502
7284.278870	-102.327568
7284.951782	-101.293365
7285.624695	-100.554359
