Frequency (Hz)	Level (dB)
18317.353821	-112.113258
18318.026733	-111.550728
18318.699646	-111.953964
18319.372559	-112.158722
18320.045471	-112.442589
18320.718384	-112.165314
18321.391296	-111.804131
18322.064209	-111.912834
18322.737122	-111.938049
18323.410034	-111.854752
18324.082947	-112.255577
18324.755859	-112.392281
18325.428772	-112.333115
18326.101685	-112.094559
18326.774597	-112.014397
18327.447510	-111.638153
18328.120422	-111.873451
18328.793335	-112.255035
18329.466248	-112.069710
18330.139160	-112.681206
18330.812073	-112.482986
18331.484985	-112.181557
18332.157898	-112.103821
18332.830811	-112.041031
18333.503723	-112.234489
18334.176636	-112.317078
18334.849548	-112.727959
18335.522461	-112.352997
18336.195374	-112.198273
18336.868286	-112.243622
18337.541199	-112.450722
18338.214111	-112.583694
18338.887024	-112.179985
18339.559937	-112.104408
18340.232849	-112.167076
18340.905762	-112.418472
18341.578674	-112.328354
18342.251587	-112.266739
18342.924500	-112.190895
18343.597412	-112.276665
18344.270325	-112.486229
18344.943237	-112.324471
18345.616150	-112.044418
18346.289062	-111.965302
18346.961975	-112.307945
18347.634888	-111.831032
18348.307800	-111.866898
18348.980713	-112.444183
18349.653625	-112.757195
18350.326538	-112.209282
18350.999451	-112.288513
18351.672363	-112.256546
18352.345276	-112.448189
18353.018188	-112.626442
18353.691101	-112.143738
18354.364014	-112.247726
18355.036926	-112.170616
18355.709839	-112.281158
18356.382751	-112.491516
18357.055664	-112.415260
18357.728577	-112.480835
18358.401489	-112.151131
18359.074402	-111.896400
18359.747314	-111.768410
18360.420227	-111.734871
18361.093140	-111.473480
18361.766052	-111.971123
18362.438965	-111.464851
18363.111877	-111.292122
18363.784790	-111.376640
18364.457703	-111.862190
18365.130615	-112.240761
18365.803528	-111.785690
18366.476440	-112.207611
18367.149353	-112.048218
18367.822266	-112.391655
18368.495178	-111.923546
18369.168091	-110.142479
18369.841003	-107.612328
18370.513916	-109.877113
18371.186829	-111.937943
18371.859741	-112.314751
18372.532654	-112.368820
18373.205566	-112.348495
18373.878479	-111.537003
18374.551392	-111.665985
18375.224304	-112.106926
18375.897217	-112.299675
18376.570129	-112.403915
18377.243042	-112.263336
18377.915955	-111.752678
18378.588867	-112.058960
18379.261780	-112.361870
18379.934692	-112.201843
18380.607605	-112.826607
18381.280518	-112.272957
18381.953430	-112.143791
18382.626343	-112.116714
18383.299255	-112.368782
18383.972168	-112.258575
18384.645081	-112.108734
18385.317993	-111.962578
18385.990906	-112.439392
18386.663818	-112.718468
18387.336731	-112.460464
18388.009644	-112.588097
18388.682556	-112.427597
18389.355469	-112.325569
18390.028381	-112.341850
18390.701294	-112.359985
18391.374207	-112.012169
18392.047119	-111.795135
18392.720032	-111.682724
18393.392944	-111.913223
18394.065857	-112.356110
18394.738770	-111.934998
18395.411682	-111.983429
18396.084595	-112.674194
18396.757507	-112.778099
18397.430420	-112.273155
18398.103333	-112.186775
18398.776245	-112.076111
18399.449158	-112.483147
18400.122070	-112.533005
18400.794983	-112.335709
18401.467896	-112.131172
18402.140808	-111.966438
18402.813721	-112.307877
18403.486633	-112.620895
18404.159546	-112.669243
18404.832458	-112.459839
18405.505371	-112.483139
18406.178284	-112.329185
18406.851196	-112.319794
18407.524109	-112.239815
18408.197021	-112.458069
18408.869934	-112.595886
18409.542847	-112.453354
18410.215759	-112.408455
18410.888672	-112.326683
18411.561584	-112.579575
18412.234497	-112.029633
18412.907410	-112.220650
18413.580322	-112.493416
18414.253235	-112.604164
18414.926147	-111.920036
18415.599060	-111.605469
18416.271973	-112.339706
18416.944885	-112.393417
18417.617798	-112.528786
18418.290710	-112.430748
18418.963623	-112.755318
18419.636536	-111.665215
18420.309448	-110.642372
18420.982361	-110.528214
18421.655273	-111.053841
18422.328186	-110.697533
18423.001099	-110.886108
18423.674011	-110.956200
18424.346924	-111.264587
18425.019836	-111.581444
18425.692749	-111.407074
18426.365662	-111.719009
18427.038574	-112.449669
18427.711487	-111.922249
18428.384399	-112.604927
18429.057312	-112.515564
18429.730225	-112.171387
18430.403137	-111.996353
18431.076050	-112.329987
18431.748962	-112.836411
18432.421875	-112.286751
18433.094788	-112.436386
18433.767700	-112.299141
18434.440613	-112.356956
18435.113525	-112.326225
18435.786438	-111.857338
18436.459351	-111.508621
18437.132263	-111.746422
18437.805176	-112.044640
18438.478088	-111.722290
18439.151001	-111.909065
18439.823914	-111.923836
18440.496826	-111.778984
18441.169739	-111.419174
18441.842651	-111.322777
18442.515564	-111.796654
18443.188477	-111.787041
18443.861389	-111.926697
18444.534302	-111.803139
18445.207214	-111.515648
18445.880127	-111.869720
18446.553040	-111.620941
18447.225952	-111.744125
18447.898865	-112.133759
18448.571777	-112.251785
18449.244690	-111.801834
18449.917603	-111.747292
18450.590515	-111.702530
18451.263428	-111.903183
18451.936340	-111.745903
18452.609253	-111.744316
18453.282166	-111.955078
18453.955078	-111.866394
18454.627991	-111.795090
18455.300903	-111.633492
18455.973816	-111.308426
18456.646729	-111.259865
18457.319641	-111.758278
18457.992554	-111.919418
18458.665466	-111.468750
18459.338379	-111.544380
18460.011292	-111.875298
18460.684204	-111.958862
18461.357117	-111.928108
18462.030029	-111.982574
18462.702942	-111.933311
18463.375854	-111.775269
18464.048767	-112.198097
18464.721680	-112.188118
18465.394592	-112.212494
18466.067505	-112.334877
18466.740417	-112.040962
18467.413330	-112.385765
18468.086243	-112.344452
18468.759155	-112.442802
18469.432068	-112.348885
18470.104980	-112.260780
18470.777893	-112.248184
18471.450806	-112.122383
18472.123718	-112.097420
18472.796631	-112.243889
18473.469543	-111.999962
18474.142456	-112.033783
18474.815369	-112.235008
18475.488281	-112.071899
18476.161194	-111.962631
18476.834106	-112.399147
18477.507019	-112.092979
18478.179932	-112.386963
18478.852844	-112.566795
18479.525757	-111.699280
18480.198669	-111.545380
18480.871582	-112.205948
18481.544495	-112.777412
18482.217407	-112.381477
18482.890320	-112.275505
18483.563232	-112.212181
18484.236145	-112.030777
18484.909058	-111.914459
18485.581970	-112.177322
18486.254883	-112.294525
18486.927795	-111.876740
18487.600708	-112.001648
18488.273621	-111.603943
18488.946533	-111.886681
18489.619446	-111.687592
18490.292358	-111.558762
18490.965271	-111.637520
18491.638184	-112.423782
18492.311096	-112.135780
18492.984009	-111.815590
18493.656921	-111.603424
18494.329834	-111.228294
18495.002747	-111.645813
18495.675659	-111.422104
18496.348572	-111.601707
18497.021484	-111.750610
18497.694397	-111.053360
18498.367310	-110.867966
18499.040222	-110.328484
18499.713135	-110.538521
18500.386047	-110.958359
18501.058960	-110.837883
18501.731873	-110.794418
18502.404785	-110.718399
18503.077698	-109.973656
18503.750610	-109.976639
18504.423523	-110.295670
18505.096436	-110.165817
18505.769348	-109.711014
18506.442261	-110.022377
18507.115173	-110.337181
18507.788086	-110.530670
18508.460999	-110.250587
18509.133911	-110.197327
18509.806824	-110.594040
18510.479736	-110.420830
18511.152649	-110.520241
18511.825562	-110.125183
18512.498474	-110.385017
18513.171387	-110.211533
18513.844299	-110.026054
18514.517212	-109.848549
18515.190125	-109.954552
18515.863037	-110.362007
18516.535950	-110.424606
18517.208862	-110.092941
18517.881775	-110.094666
18518.554688	-110.425591
18519.227600	-109.867165
18519.900513	-109.715454
18520.573425	-110.373253
18521.246338	-110.822838
18521.919250	-111.286385
18522.592163	-111.227600
18523.265076	-110.907211
18523.937988	-111.025322
18524.610901	-111.258514
18525.283813	-111.526939
18525.956726	-111.949936
18526.629639	-111.767799
18527.302551	-111.588020
18527.975464	-111.626099
18528.648376	-111.646606
18529.321289	-111.850296
18529.994202	-111.735329
18530.667114	-111.813614
18531.340027	-111.848274
18532.012939	-112.348801
18532.685852	-112.263626
18533.358765	-111.339828
18534.031677	-111.298523
18534.704590	-111.849167
18535.377502	-112.022118
18536.050415	-112.045380
18536.723328	-112.564293
18537.396240	-112.417320
18538.069153	-112.131126
18538.742065	-111.863762
18539.414978	-111.336639
18540.087891	-110.914734
18540.760803	-112.000549
18541.433716	-112.448013
18542.106628	-112.400520
18542.779541	-112.110229
18543.452454	-112.588936
18544.125366	-112.258286
18544.798279	-112.186073
18545.471191	-112.430779
18546.144104	-112.053940
18546.817017	-112.107025
18547.489929	-112.192131
18548.162842	-112.540680
18548.835754	-112.171883
18549.508667	-111.791336
18550.181580	-109.956215
18550.854492	-109.857346
18551.527405	-111.362053
18552.200317	-110.981361
18552.873230	-110.245216
18553.546143	-109.838707
18554.219055	-109.746094
18554.891968	-109.854462
18555.564880	-109.177856
18556.237793	-109.009262
18556.910706	-109.730049
18557.583618	-109.594170
18558.256531	-108.793388
18558.929443	-108.997459
18559.602356	-110.040314
18560.275269	-111.325020
18560.948181	-111.707085
18561.621094	-111.158234
18562.294006	-111.886993
18562.966919	-111.810799
18563.639832	-111.534195
18564.312744	-111.735054
18564.985657	-111.417839
18565.658569	-111.087639
18566.331482	-111.147743
18567.004395	-111.687675
18567.677307	-111.994362
18568.350220	-110.909531
18569.023132	-107.027115
18569.696045	-104.471893
18570.368958	-107.915283
18571.041870	-111.207458
18571.714783	-111.866852
18572.387695	-111.627518
18573.060608	-111.131912
18573.733521	-110.469391
18574.406433	-111.347679
18575.079346	-112.025871
18575.752258	-111.621666
18576.425171	-111.339638
18577.098083	-111.853081
18577.770996	-111.958961
18578.443909	-111.972488
18579.116821	-112.043152
18579.789734	-111.893837
18580.462646	-111.617706
18581.135559	-110.975510
18581.808472	-110.930740
18582.481384	-112.218010
18583.154297	-112.223907
18583.827209	-111.960823
18584.500122	-112.193130
18585.173035	-112.240509
18585.845947	-112.554390
18586.518860	-112.370575
18587.191772	-112.528114
18587.864685	-112.394730
18588.537598	-111.748390
18589.210510	-112.284004
18589.883423	-112.324646
18590.556335	-112.336670
18591.229248	-112.364342
18591.902161	-112.309303
18592.575073	-112.232185
18593.247986	-112.254356
18593.920898	-112.062912
18594.593811	-112.022179
18595.266724	-112.349762
18595.939636	-112.580498
18596.612549	-112.797508
18597.285461	-112.532310
18597.958374	-112.253693
18598.631287	-112.258713
18599.304199	-112.042542
18599.977112	-112.007721
18600.650024	-112.105614
18601.322937	-112.413986
18601.995850	-112.057655
18602.668762	-111.969414
18603.341675	-111.900429
18604.014587	-111.687408
18604.687500	-112.096779
18605.360413	-112.318405
18606.033325	-111.965584
18606.706238	-112.492615
18607.379150	-112.305977
18608.052063	-112.104019
18608.724976	-111.819038
18609.397888	-112.174576
18610.070801	-112.222939
18610.743713	-111.882233
18611.416626	-111.867302
18612.089539	-111.938499
18612.762451	-111.645996
18613.435364	-111.644127
18614.108276	-111.856003
18614.781189	-111.651901
18615.454102	-111.239906
18616.127014	-111.317696
18616.799927	-111.700150
18617.472839	-111.427071
18618.145752	-110.657585
18618.818665	-110.919273
18619.491577	-110.970947
18620.164490	-111.213066
18620.837402	-111.024391
18621.510315	-111.061180
18622.183228	-110.857956
18622.856140	-110.555489
18623.529053	-109.822952
18624.201965	-110.132133
18624.874878	-110.693687
18625.547791	-110.385391
18626.220703	-110.472206
18626.893616	-110.552765
18627.566528	-110.708038
18628.239441	-111.048370
18628.912354	-110.768265
18629.585266	-110.760864
18630.258179	-110.963814
18630.931091	-111.206039
18631.604004	-110.728065
18632.276917	-110.907761
18632.949829	-111.027275
18633.622742	-110.727898
18634.295654	-111.045074
18634.968567	-111.332542
18635.641479	-111.034477
18636.314392	-111.031197
18636.987305	-111.088974
18637.660217	-111.130035
18638.333130	-110.998253
18639.006042	-110.833733
18639.678955	-110.617584
18640.351868	-111.211571
18641.024780	-111.273422
18641.697693	-111.497040
18642.370605	-111.118393
18643.043518	-111.039642
18643.716431	-111.478310
18644.389343	-111.340744
18645.062256	-111.108047
18645.735168	-111.769157
18646.408081	-111.488716
18647.080994	-111.948555
18647.753906	-112.160324
18648.426819	-111.867500
18649.099731	-111.860435
18649.772644	-111.654305
18650.445557	-111.950920
18651.118469	-112.091667
18651.791382	-111.839012
18652.464294	-112.050659
18653.137207	-112.436745
18653.810120	-112.668335
18654.483032	-112.035217
18655.155945	-112.098038
18655.828857	-112.348511
18656.501770	-112.514297
18657.174683	-112.340874
18657.847595	-112.384399
18658.520508	-112.657600
18659.193420	-112.736603
18659.866333	-112.188515
18660.539246	-112.213203
18661.212158	-112.229668
18661.885071	-112.386086
18662.557983	-112.378334
18663.230896	-112.020226
18663.903809	-110.519623
18664.576721	-110.916100
18665.249634	-112.640923
18665.922546	-112.577415
18666.595459	-112.532310
18667.268372	-113.006264
18667.941284	-112.538071
18668.614197	-112.209686
18669.287109	-112.111809
18669.960022	-112.477654
18670.632935	-112.114174
18671.305847	-112.019234
18671.978760	-112.151215
18672.651672	-112.177696
18673.324585	-111.979973
18673.997498	-111.797516
18674.670410	-110.797951
18675.343323	-111.138374
18676.016235	-112.364021
18676.689148	-112.251945
18677.362061	-111.931351
18678.034973	-112.112915
18678.707886	-112.228050
18679.380798	-112.403839
18680.053711	-112.559364
18680.726624	-112.405876
18681.399536	-112.205315
18682.072449	-112.387405
18682.745361	-112.275154
18683.418274	-111.959503
18684.091187	-111.487930
18684.764099	-111.618401
18685.437012	-110.617752
18686.109924	-110.754128
18686.782837	-111.979004
18687.455750	-111.886955
18688.128662	-112.129440
18688.801575	-112.309929
18689.474487	-112.512833
18690.147400	-111.898170
18690.820312	-112.006546
18691.493225	-112.320999
18692.166138	-111.895103
18692.839050	-111.746071
18693.511963	-111.786224
18694.184875	-112.165581
18694.857788	-112.255333
18695.530701	-111.994514
18696.203613	-112.084282
18696.876526	-112.239311
18697.549438	-111.944839
18698.222351	-111.862679
18698.895264	-112.108780
18699.568176	-111.949059
18700.241089	-111.670708
18700.914001	-111.411667
18701.586914	-112.062004
18702.259827	-111.942513
18702.932739	-112.085945
18703.605652	-112.340454
18704.278564	-112.364120
18704.951477	-112.052689
18705.624390	-111.816772
18706.297302	-112.303795
18706.970215	-112.685951
18707.643127	-112.737068
18708.316040	-112.168381
18708.988953	-111.879044
18709.661865	-111.995712
18710.334778	-112.310867
18711.007690	-112.609367
18711.680603	-112.942932
18712.353516	-112.489326
18713.026428	-112.314713
18713.699341	-112.672203
18714.372253	-112.506340
18715.045166	-112.284798
18715.718079	-112.381760
18716.390991	-112.441147
18717.063904	-112.479965
18717.736816	-112.453949
18718.409729	-111.820023
18719.082642	-112.392143
18719.755554	-111.995270
18720.428467	-111.837143
18721.101379	-112.353966
18721.774292	-112.929565
18722.447205	-112.378456
18723.120117	-111.922386
18723.793030	-111.954254
18724.465942	-112.399826
18725.138855	-112.498917
18725.811768	-112.609520
18726.484680	-112.502396
18727.157593	-112.474052
18727.830505	-112.326118
18728.503418	-112.402702
18729.176331	-112.569725
18729.849243	-112.629486
18730.522156	-112.419052
18731.195068	-112.391411
18731.867981	-112.396309
18732.540894	-112.670296
18733.213806	-112.980934
18733.886719	-112.467720
18734.559631	-112.576790
18735.232544	-112.663269
18735.905457	-112.003387
18736.578369	-111.564980
18737.251282	-111.687614
18737.924194	-112.076324
18738.597107	-112.286407
18739.270020	-112.018661
18739.942932	-112.073921
18740.615845	-111.914467
18741.288757	-111.957527
18741.961670	-112.168472
18742.634583	-111.918549
18743.307495	-112.096497
18743.980408	-112.005684
18744.653320	-111.901337
18745.326233	-111.882164
18745.999146	-111.900574
18746.672058	-111.752602
18747.344971	-111.827621
18748.017883	-111.699821
18748.690796	-111.515579
18749.363708	-110.968674
18750.036621	-110.923340
18750.709534	-111.068939
18751.382446	-111.933342
18752.055359	-112.061050
18752.728271	-112.381348
18753.401184	-112.268929
18754.074097	-111.938187
18754.747009	-111.487297
18755.419922	-111.607727
18756.092834	-111.895538
18756.765747	-111.744049
18757.438660	-110.678825
18758.111572	-111.757645
18758.784485	-112.277740
18759.457397	-111.949371
18760.130310	-111.934731
18760.803223	-112.506660
18761.476135	-112.540161
18762.149048	-112.213089
18762.821960	-111.957672
18763.494873	-111.984398
18764.167786	-112.440468
18764.840698	-111.945656
18765.513611	-112.229630
18766.186523	-112.523384
18766.859436	-112.465675
18767.532349	-112.065376
18768.205261	-110.124069
18768.878174	-108.314743
18769.551086	-108.372147
18770.223999	-111.657883
18770.896912	-112.659943
18771.569824	-112.418900
18772.242737	-111.910881
18772.915649	-111.653130
18773.588562	-111.746506
18774.261475	-111.908783
18774.934387	-112.137199
18775.607300	-112.103851
18776.280212	-112.151199
18776.953125	-112.336304
18777.626038	-112.458878
18778.298950	-112.040100
18778.971863	-109.452385
18779.644775	-109.969261
18780.317688	-111.576584
18780.990601	-112.265930
18781.663513	-112.410522
18782.336426	-112.565689
18783.009338	-112.648918
18783.682251	-112.366753
18784.355164	-112.285103
18785.028076	-112.038979
18785.700989	-112.102524
18786.373901	-112.410507
18787.046814	-111.811409
18787.719727	-111.900497
18788.392639	-112.171867
18789.065552	-112.365105
18789.738464	-111.637444
18790.411377	-111.769760
18791.084290	-112.175072
18791.757202	-112.771011
18792.430115	-112.199905
18793.103027	-112.102783
18793.775940	-112.256210
18794.448853	-112.573059
18795.121765	-112.490463
18795.794678	-112.770042
18796.467590	-112.737350
18797.140503	-112.264267
18797.813416	-112.209511
18798.486328	-112.187729
18799.159241	-112.076469
18799.832153	-112.192902
18800.505066	-112.472466
18801.177979	-112.388298
18801.850891	-112.320007
18802.523804	-112.353203
18803.196716	-112.120239
18803.869629	-111.909828
18804.542542	-112.378555
18805.215454	-112.356445
18805.888367	-112.270325
18806.561279	-112.173759
18807.234192	-111.947235
18807.907104	-112.080261
18808.580017	-112.048355
18809.252930	-111.818146
18809.925842	-111.311295
18810.598755	-111.069870
18811.271667	-111.213608
18811.944580	-111.185158
18812.617493	-111.598747
18813.290405	-111.923653
18813.963318	-112.020546
18814.636230	-111.640434
18815.309143	-111.612587
18815.982056	-111.947594
18816.654968	-112.388535
18817.327881	-112.524963
18818.000793	-112.643723
18818.673706	-112.214417
18819.346619	-111.126495
18820.019531	-110.763908
18820.692444	-111.992439
18821.365356	-112.437485
18822.038269	-112.679436
18822.711182	-112.510216
18823.384094	-112.691383
18824.057007	-112.754105
18824.729919	-111.942101
18825.402832	-111.965309
18826.075745	-112.368866
18826.748657	-112.643501
18827.421570	-112.603653
18828.094482	-112.847763
18828.767395	-112.526634
18829.440308	-112.490898
18830.113220	-110.904793
18830.786133	-109.881660
18831.459045	-112.077538
18832.131958	-112.265656
18832.804871	-112.221199
18833.477783	-111.769112
18834.150696	-112.052132
18834.823608	-112.047340
18835.496521	-112.124481
18836.169434	-112.072540
18836.842346	-112.036682
18837.515259	-112.318375
18838.188171	-112.430054
18838.861084	-112.412338
18839.533997	-111.813560
18840.206909	-111.599655
18840.879822	-109.897270
18841.552734	-108.399147
18842.225647	-111.167862
18842.898560	-112.100204
18843.571472	-112.693298
18844.244385	-112.696358
18844.917297	-112.788185
18845.590210	-112.363823
18846.263123	-111.979156
18846.936035	-112.530762
18847.608948	-112.303230
18848.281860	-112.633247
18848.954773	-113.058250
18849.627686	-112.627487
18850.300598	-112.514069
18850.973511	-112.303314
18851.646423	-112.085838
18852.319336	-111.837280
18852.992249	-112.312111
18853.665161	-112.341278
18854.338074	-112.422035
18855.010986	-112.243637
18855.683899	-112.519455
18856.356812	-112.793694
18857.029724	-113.062294
18857.702637	-112.685699
18858.375549	-112.303238
18859.048462	-112.237808
18859.721375	-112.375641
18860.394287	-112.503647
18861.067200	-112.061142
18861.740112	-111.252235
18862.413025	-112.060509
18863.085938	-112.423470
18863.758850	-112.524887
18864.431763	-112.154282
18865.104675	-111.946106
18865.777588	-111.711327
18866.450500	-112.116638
18867.123413	-112.818520
18867.796326	-112.678932
18868.469238	-112.703522
18869.142151	-112.249001
18869.815063	-112.713112
18870.487976	-112.628578
18871.160889	-112.187233
18871.833801	-112.124092
18872.506714	-111.667351
18873.179626	-112.097794
18873.852539	-111.822609
18874.525452	-112.479492
18875.198364	-112.563065
18875.871277	-112.183197
18876.544189	-112.150307
18877.217102	-112.193375
18877.890015	-111.850365
18878.562927	-112.318268
18879.235840	-112.225555
18879.908752	-112.450401
18880.581665	-112.357925
18881.254578	-111.862061
18881.927490	-110.534531
18882.600403	-111.921272
18883.273315	-112.492485
18883.946228	-112.219643
18884.619141	-112.002586
18885.292053	-112.169205
18885.964966	-112.126472
18886.637878	-112.044914
18887.310791	-112.162659
18887.983704	-112.538399
18888.656616	-112.839005
18889.329529	-112.627350
18890.002441	-112.406273
18890.675354	-112.685486
18891.348267	-112.447281
18892.021179	-110.822403
18892.694092	-107.096069
18893.367004	-109.276260
18894.039917	-112.224937
18894.712830	-112.328110
18895.385742	-112.290352
18896.058655	-112.432373
18896.731567	-112.262878
18897.404480	-112.516335
18898.077393	-112.443794
18898.750305	-112.536201
18899.423218	-112.430710
18900.096130	-112.189621
18900.769043	-112.531120
18901.441956	-112.734955
18902.114868	-112.663101
18902.787781	-112.204285
18903.460693	-108.564247
18904.133606	-109.568436
18904.806519	-112.278938
18905.479431	-112.345139
18906.152344	-112.061134
18906.825256	-112.413666
18907.498169	-112.407379
18908.171082	-112.268494
18908.843994	-112.075020
18909.516907	-112.070267
18910.189819	-112.278259
18910.862732	-112.534447
18911.535645	-112.520653
18912.208557	-112.633614
18912.881470	-112.467529
18913.554382	-112.587219
18914.227295	-112.013451
18914.900208	-112.195580
18915.573120	-112.294830
18916.246033	-112.623947
18916.918945	-112.518326
18917.591858	-112.448776
18918.264771	-112.773369
18918.937683	-112.854744
18919.610596	-112.620628
18920.283508	-112.551392
18920.956421	-113.030212
18921.629333	-112.706802
18922.302246	-112.140144
18922.975159	-112.110588
18923.648071	-111.192177
18924.320984	-111.368584
18924.993896	-112.396782
18925.666809	-112.388168
18926.339722	-112.292862
18927.012634	-112.343895
18927.685547	-111.978455
18928.358459	-112.402313
18929.031372	-112.177254
18929.704285	-112.142181
18930.377197	-112.115631
18931.050110	-112.341537
18931.723022	-112.274376
18932.395935	-112.236534
18933.068848	-112.570633
18933.741760	-112.458176
18934.414673	-111.661110
18935.087585	-111.817764
18935.760498	-112.232101
18936.433411	-111.917923
18937.106323	-112.259201
18937.779236	-112.364326
18938.452148	-111.967110
18939.125061	-112.326202
18939.797974	-112.476578
18940.470886	-112.357445
18941.143799	-112.006195
18941.816711	-112.202568
18942.489624	-112.481575
18943.162537	-112.238266
18943.835449	-111.972420
18944.508362	-111.796143
18945.181274	-112.095146
18945.854187	-112.271034
18946.527100	-112.167740
18947.200012	-111.828102
18947.872925	-112.209953
18948.545837	-112.521904
18949.218750	-112.070656
18949.891663	-111.842140
18950.564575	-112.357918
18951.237488	-112.748802
18951.910400	-112.597000
18952.583313	-112.331642
18953.256226	-112.243637
18953.929138	-111.974640
18954.602051	-110.213959
18955.274963	-108.902328
18955.947876	-110.581116
18956.620789	-111.658676
18957.293701	-112.610466
18957.966614	-112.525055
18958.639526	-112.446014
18959.312439	-112.304939
18959.985352	-111.565033
18960.658264	-112.339340
18961.331177	-112.554581
18962.004089	-112.620300
18962.677002	-112.357536
18963.349915	-112.453377
18964.022827	-112.484406
18964.695740	-111.851982
18965.368652	-111.430351
18966.041565	-111.121864
18966.714478	-112.295616
18967.387390	-112.697517
18968.060303	-111.102043
18968.733215	-107.301079
18969.406128	-108.902466
18970.079041	-112.103645
18970.751953	-112.140549
18971.424866	-112.127129
18972.097778	-112.604523
18972.770691	-112.098511
18973.443604	-112.283653
18974.116516	-112.279465
18974.789429	-112.392113
18975.462341	-112.885750
18976.135254	-112.847404
18976.808167	-112.388237
18977.481079	-112.643791
18978.153992	-112.568474
18978.826904	-112.521622
18979.499817	-112.306290
18980.172729	-112.309532
18980.845642	-112.659370
18981.518555	-112.314781
18982.191467	-112.382553
18982.864380	-112.584541
18983.537292	-112.568161
18984.210205	-112.349464
18984.883118	-112.185013
18985.556030	-112.460114
18986.228943	-112.076912
18986.901855	-112.506737
18987.574768	-112.452240
18988.247681	-112.063194
18988.920593	-112.226501
18989.593506	-112.566025
18990.266418	-112.867180
18990.939331	-112.695694
18991.612244	-112.294281
18992.285156	-112.662956
18992.958069	-112.738602
18993.630981	-112.287849
18994.303894	-112.428238
18994.976807	-112.373070
18995.649719	-112.170471
18996.322632	-112.778778
18996.995544	-112.720634
18997.668457	-112.741730
18998.341370	-112.717560
18999.014282	-112.366570
18999.687195	-112.033295
19000.360107	-112.218620
19001.033020	-112.099113
19001.705933	-112.205612
19002.378845	-112.536011
19003.051758	-111.996124
19003.724670	-112.273643
19004.397583	-112.477867
19005.070496	-113.087227
19005.743408	-112.688660
19006.416321	-111.876595
19007.089233	-112.069771
19007.762146	-112.211868
19008.435059	-112.787827
19009.107971	-112.259804
19009.780884	-111.736702
19010.453796	-112.442741
19011.126709	-112.887894
19011.799622	-112.692894
19012.472534	-112.742432
19013.145447	-112.729691
19013.818359	-112.471756
19014.491272	-112.658875
19015.164185	-112.595436
19015.837097	-112.169838
19016.510010	-111.717651
19017.182922	-111.085754
19017.855835	-112.003426
19018.528748	-112.731789
19019.201660	-112.112152
19019.874573	-110.752052
19020.547485	-111.659538
19021.220398	-112.436104
19021.893311	-112.314201
19022.566223	-112.274246
19023.239136	-111.932434
19023.912048	-112.128761
19024.584961	-112.585854
19025.257874	-112.752510
19025.930786	-112.303635
19026.603699	-112.224724
19027.276611	-112.280190
19027.949524	-112.317352
19028.622437	-112.162888
19029.295349	-112.432503
19029.968262	-112.572815
19030.641174	-112.445236
19031.314087	-112.039444
19031.987000	-112.259964
19032.659912	-112.515335
19033.332825	-112.709137
19034.005737	-112.639458
19034.678650	-112.126472
19035.351562	-112.188576
19036.024475	-112.486557
19036.697388	-112.684792
19037.370300	-112.755371
19038.043213	-112.547264
19038.716125	-111.929321
19039.389038	-111.777298
19040.061951	-112.281609
19040.734863	-112.495155
19041.407776	-112.281197
19042.080688	-112.271652
19042.753601	-112.372650
19043.426514	-112.332718
19044.099426	-112.645287
19044.772339	-112.411316
19045.445251	-112.192635
19046.118164	-111.995392
19046.791077	-111.635788
19047.463989	-110.586945
19048.136902	-107.039413
19048.809814	-104.590469
19049.482727	-103.894058
19050.155640	-103.229866
19050.828552	-102.322227
19051.501465	-101.442581
19052.174377	-102.263481
19052.847290	-103.677261
19053.520203	-102.890549
19054.193115	-102.651428
19054.866028	-104.429176
19055.538940	-102.554840
19056.211853	-103.530159
19056.884766	-102.381851
19057.557678	-102.454826
19058.230591	-101.477577
19058.903503	-102.753876
19059.576416	-106.100914
19060.249329	-108.500290
19060.922241	-106.788170
19061.595154	-104.659584
19062.268066	-103.929863
19062.940979	-104.422577
19063.613892	-106.651253
19064.286804	-109.105438
19064.959717	-110.669838
19065.632629	-110.687561
19066.305542	-111.019081
19066.978455	-111.262344
19067.651367	-111.046471
19068.324280	-110.500618
19068.997192	-110.839294
19069.670105	-110.551216
19070.343018	-108.981209
19071.015930	-109.955925
19071.688843	-109.364067
19072.361755	-108.693909
19073.034668	-107.181778
19073.707581	-105.562515
19074.380493	-103.416206
19075.053406	-102.690186
19075.726318	-104.452240
19076.399231	-106.520958
19077.072144	-107.728279
19077.745056	-109.021797
19078.417969	-107.195396
19079.090881	-107.556770
19079.763794	-108.263130
19080.436707	-108.440636
19081.109619	-109.648903
19081.782532	-111.031982
19082.455444	-111.109535
19083.128357	-110.239342
19083.801270	-108.698677
19084.474182	-108.923851
19085.147095	-108.262856
19085.820007	-108.873161
19086.492920	-110.389084
19087.165833	-109.874191
19087.838745	-108.517921
19088.511658	-107.982315
19089.184570	-107.275024
19089.857483	-108.294983
19090.530396	-109.762779
19091.203308	-108.834717
19091.876221	-105.578506
19092.549133	-108.130524
19093.222046	-109.281776
19093.894958	-107.353790
19094.567871	-108.925156
19095.240784	-109.318542
19095.913696	-108.338989
19096.586609	-108.060005
19097.259521	-110.110245
19097.932434	-109.742393
19098.605347	-108.905197
19099.278259	-109.373276
19099.951172	-111.011986
19100.624084	-112.222275
